Request_ID,User_Text,Detected_Product,Detected_Category,Timestamp
REQ-001334,I need 2 szt. of ABB Motors Model 536 for production.,ABB Motors Model 536,Production,11/16/2024 1:17
REQ-001335,I need 5 szt. of HP Toner 159 for production.,HP Toner 159,Office,6/17/2025 13:57
REQ-001336,I need 5 szt. of ABB Motors Model 154 for production.,ABB Motors Model 154,Production,4/24/2025 13:51
REQ-001337,"Need some spare parts, unknown model.",,,3/18/2025 0:28
REQ-001338,I need 5 szt. of Uvex Safety glasses 779 for production.,Uvex Safety glasses 779,BHP,5/11/2025 16:47
REQ-001339,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,9/22/2025 2:48
REQ-001340,I need 5 szt. of Petzl Helmets 833 for production.,Petzl Helmets 833,BHP,7/11/2025 2:08
REQ-001341,Potrzebuję 5 licencja Adobe Software 132 do linii produkcyjnej.,Adobe Software 132,IT,8/21/2025 9:17
REQ-001342,Potrzebuję 2 szt. 3M Safety glasses 493 do linii produkcyjnej.,3M Safety glasses 493,BHP,5/16/2025 9:00
REQ-001343,I need 20 szt. of Uvex Safety glasses 501 for production.,Uvex Safety glasses 501,BHP,11/30/2024 11:06
REQ-001344,I need 200 szt. of ABB Motors 501 for production.,ABB Motors 501,Production,5/16/2025 3:18
REQ-001345,Potrzebuję 2 szt. 3M Helmets 708 do linii produkcyjnej.,3M Helmets 708,BHP,6/30/2025 21:32
REQ-001346,Potrzebuję 10 szt. ABB Motors Model 536 do linii produkcyjnej.,ABB Motors Model 536,Production,10/10/2025 15:11
REQ-001347,"Need some spare parts, unknown model.",,,9/7/2025 12:07
REQ-001348,Potrzebuję 1 szt. Nowy Styl Office chairs Model 309 do linii produkcyjnej.,Nowy Styl Office chairs Model 309,Office,12/26/2024 20:00
REQ-001349,Potrzebuję 100 szt. Mann Filters Model 604 do linii produkcyjnej.,Mann Filters Model 604,Automotive,4/24/2025 2:53
REQ-001350,Potrzebuję 50 licencja Microsoft Software 771 do linii produkcyjnej.,Microsoft Software 771,IT,11/2/2025 14:03
REQ-001351,Potrzebuję 2 szt. Dell Laptops 950 do linii produkcyjnej.,Dell Laptops 950,IT,9/22/2025 16:14
REQ-001352,Potrzebuję 20 L Shell Oils 837L do linii produkcyjnej.,Shell Oils 837L,Automotive,3/12/2025 19:04
REQ-001353,I need 10 szt. of Uvex Safety glasses Model 206 for production.,Uvex Safety glasses Model 206,BHP,10/27/2025 9:01
REQ-001354,I need 20 szt. of Wurth Screws Model 983 for production.,Wurth Screws Model 983,Production,5/13/2025 1:47
REQ-001355,"Need some spare parts, unknown model.",,,10/10/2025 1:05
REQ-001356,Potrzebuję 50 szt. Sachs Engine parts Model 494 do linii produkcyjnej.,Sachs Engine parts Model 494,Automotive,8/6/2025 9:46
REQ-001357,I need 10 szt. of Wurth Screws Model 872 for production.,Wurth Screws Model 872,Production,12/27/2024 2:05
REQ-001358,Potrzebuję 20 szt. Mahle Filters 477 do linii produkcyjnej.,Mahle Filters 477,Automotive,11/11/2024 18:08
REQ-001359,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,12/6/2024 15:22
REQ-001360,I need 200 szt. of Stabilo Pens Model 371 for production.,Stabilo Pens Model 371,Office,11/6/2025 21:11
REQ-001361,I need 1 szt. of Dell Laptops 950 for production.,Dell Laptops 950,IT,3/30/2025 22:25
REQ-001362,Potrzebuję 50 szt. Mahle Filters 384 do linii produkcyjnej.,Mahle Filters 384,Automotive,10/10/2025 1:25
REQ-001363,Potrzebuję 50 szt. Xerox Toner Model 174 do linii produkcyjnej.,Xerox Toner Model 174,Office,8/31/2025 20:39
REQ-001364,Potrzebuję 200 szt. Stabilo Pens Model 680 do linii produkcyjnej.,Stabilo Pens Model 680,Office,1/10/2025 20:07
REQ-001365,Potrzebuję 200 L Total Oils 819L do linii produkcyjnej.,Total Oils 819L,Automotive,12/17/2024 14:13
REQ-001366,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,8/12/2025 3:28
REQ-001367,Potrzebuję 100 szt. IKEA Office chairs 279 do linii produkcyjnej.,IKEA Office chairs 279,Office,11/7/2025 4:56
REQ-001368,I need 50 szt. of Mahle Filters 613 for production.,Mahle Filters 613,Automotive,6/25/2025 17:33
REQ-001369,I need 20 szt. of LG Monitors 200 for production.,LG Monitors 200,IT,9/20/2025 4:13
REQ-001370,I need 1 szt. of Stabilo Pens 806 for production.,Stabilo Pens 806,Office,10/31/2025 7:35
REQ-001371,I need 20 szt. of Uvex Safety glasses 501 for production.,Uvex Safety glasses 501,BHP,5/26/2025 10:28
REQ-001372,I need 200 szt. of BIC Pens 103 for production.,BIC Pens 103,Office,11/4/2025 22:21
REQ-001373,I need 50 szt. of Bosch Engine parts Model 267 for production.,Bosch Engine parts Model 267,Automotive,8/14/2025 3:14
REQ-001374,Potrzebuję 2 szt. Honeywell Safety glasses Model 521 do linii produkcyjnej.,Honeywell Safety glasses Model 521,BHP,3/1/2025 17:42
REQ-001375,I need 1 szt. of Lenovo Laptops Model 847 for production.,Lenovo Laptops Model 847,IT,8/1/2025 22:14
REQ-001376,Potrzebuję 5 licencja Microsoft Software 999 do linii produkcyjnej.,Microsoft Software 999,IT,1/9/2025 19:30
REQ-001377,I need 200 szt. of WEG Motors Model 109 for production.,WEG Motors Model 109,Production,4/1/2025 2:57
REQ-001378,Potrzebuję 5 op. Papyrus Paper Model 522 do linii produkcyjnej.,Papyrus Paper Model 522,Office,3/16/2025 15:05
REQ-001379,I need 1 szt. of Xerox Toner Model 540 for production.,Xerox Toner Model 540,Office,11/7/2025 3:23
REQ-001380,Potrzebuję 2 szt. Profim Office chairs Model 207 do linii produkcyjnej.,Profim Office chairs Model 207,Office,2/3/2025 19:22
REQ-001381,Potrzebuję 100 szt. HP Printers 478 do linii produkcyjnej.,HP Printers 478,IT,9/8/2025 12:16
REQ-001382,I need 1 szt. of Bosch Engine parts Model 283 for production.,Bosch Engine parts Model 283,Automotive,6/27/2025 16:43
REQ-001383,Potrzebuję 100 szt. Profim Office chairs Model 562 do linii produkcyjnej.,Profim Office chairs Model 562,Office,3/24/2025 12:40
REQ-001384,Potrzebuję 50 szt. Mahle Filters Model 982 do linii produkcyjnej.,Mahle Filters Model 982,Automotive,6/16/2025 23:17
REQ-001385,Potrzebuję 2 szt. Dell Monitors Model 171 do linii produkcyjnej.,Dell Monitors Model 171,IT,6/17/2025 15:06
REQ-001386,I need 50 szt. of ABB Motors 403 for production.,ABB Motors 403,Production,6/21/2025 15:39
REQ-001387,Potrzebuję 5 szt. Portwest Workwear 617 do linii produkcyjnej.,Portwest Workwear 617,BHP,4/30/2025 10:59
REQ-001388,Potrzebuję 2 szt. ABB Motors Model 115 do linii produkcyjnej.,ABB Motors Model 115,Production,12/30/2024 5:11
REQ-001389,Potrzebuję 1 szt. 3M Safety glasses Model 497 do linii produkcyjnej.,3M Safety glasses Model 497,BHP,2/23/2025 21:39
REQ-001390,Potrzebuję 200 szt. Mahle Filters 477 do linii produkcyjnej.,Mahle Filters 477,Automotive,4/8/2025 6:24
REQ-001391,Potrzebuję 250 op. Papyrus Paper 886 op. do linii produkcyjnej.,Papyrus Paper 886 op.,Office,7/10/2025 18:46
REQ-001392,Potrzebuję 20 szt. IKEA Office chairs Model 453 do linii produkcyjnej.,IKEA Office chairs Model 453,Office,5/26/2025 13:39
REQ-001393,I need 20 szt. of Portwest Workwear Model 102 for production.,Portwest Workwear Model 102,BHP,7/30/2025 7:52
REQ-001394,"Need some spare parts, unknown model.",,,6/18/2025 19:47
REQ-001395,I need 200 L of Castrol Oils 668L for production.,Castrol Oils 668L,Automotive,1/21/2025 19:26
REQ-001396,Potrzebuję 5 szt. Canon Printers Model 247 do linii produkcyjnej.,Canon Printers Model 247,IT,7/1/2025 2:20
REQ-001397,Potrzebuję 1 szt. Dell Laptops 765 do linii produkcyjnej.,Dell Laptops 765,IT,12/22/2024 9:44
REQ-001398,Potrzebuję 2 szt. Gates Engine parts Model 699 do linii produkcyjnej.,Gates Engine parts Model 699,Automotive,9/12/2025 11:17
REQ-001399,Potrzebuję 20 szt. Petzl Helmets 262 do linii produkcyjnej.,Petzl Helmets 262,BHP,3/1/2025 12:25
REQ-001400,Potrzebuję 100 szt. Profim Office chairs 680 do linii produkcyjnej.,Profim Office chairs 680,Office,10/22/2025 3:37
REQ-001401,Potrzebuję 20 L Castrol Oils 265L do linii produkcyjnej.,Castrol Oils 265L,Automotive,8/15/2025 14:40
REQ-001402,"Need some spare parts, unknown model.",,,11/23/2024 3:54
REQ-001403,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,4/16/2025 0:14
REQ-001404,I need 5 szt. of BIC Pens 103 for production.,BIC Pens 103,Office,7/9/2025 11:24
REQ-001405,Potrzebuję 20 szt. Pepperl+Fuchs Sensors Model 474 do linii produkcyjnej.,Pepperl+Fuchs Sensors Model 474,Production,2/28/2025 7:08
REQ-001406,I need 20 L of Shell Oils 872L for production.,Shell Oils 872L,Automotive,10/15/2025 12:00
REQ-001407,Potrzebuję 10 szt. Xerox Toner Model 174 do linii produkcyjnej.,Xerox Toner Model 174,Office,10/5/2025 20:52
REQ-001408,I need 200 szt. of NTN Bearings 636 for production.,NTN Bearings 636,Automotive,6/28/2025 2:51
REQ-001409,Potrzebuję 1 szt. REX Screws Model 266 do linii produkcyjnej.,REX Screws Model 266,Production,9/3/2025 12:03
REQ-001410,I need 1 szt. of NTN Bearings 355 for production.,NTN Bearings 355,Automotive,10/3/2025 6:15
REQ-001411,I need 5 licencja of Microsoft Software 934 for production.,Microsoft Software 934,IT,5/21/2025 12:43
REQ-001412,Potrzebuję 1 L Castrol Oils 610L do linii produkcyjnej.,Castrol Oils 610L,Automotive,4/4/2025 12:41
REQ-001413,I need 1 szt. of Xerox Toner 830 for production.,Xerox Toner 830,Office,5/24/2025 22:36
REQ-001414,I need 10 szt. of Portwest Workwear 502 for production.,Portwest Workwear 502,BHP,2/11/2025 4:24
REQ-001415,Potrzebuję 100 op. Xerox Paper Model 217 do linii produkcyjnej.,Xerox Paper Model 217,Office,5/19/2025 1:48
REQ-001416,I need 100 szt. of FAG Bearings Model 446 for production.,FAG Bearings Model 446,Automotive,4/29/2025 7:32
REQ-001417,I need 200 szt. of HP Toner 893 for production.,HP Toner 893,Office,9/10/2025 23:23
REQ-001418,Potrzebuję 200 szt. Makita Tools Model 634 do linii produkcyjnej.,Makita Tools Model 634,Production,5/13/2025 13:10
REQ-001419,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,6/26/2025 6:30
REQ-001420,Potrzebuję 10 szt. Valeo Engine parts 382 do linii produkcyjnej.,Valeo Engine parts 382,Automotive,12/13/2024 19:45
REQ-001421,I need 10 szt. of HP Laptops Model 298 for production.,HP Laptops Model 298,IT,5/18/2025 21:46
REQ-001422,I need 200 L of Shell Oils 725L for production.,Shell Oils 725L,Automotive,10/30/2025 14:03
REQ-001423,I need 2 szt. of NTN Bearings 224 for production.,NTN Bearings 224,Automotive,7/2/2025 18:01
REQ-001424,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,5/23/2025 16:43
REQ-001425,I need 10 szt. of HP Printers Model 161 for production.,HP Printers Model 161,IT,6/19/2025 2:39
REQ-001426,Potrzebuję 5 L Castrol Oils 122L do linii produkcyjnej.,Castrol Oils 122L,Automotive,9/14/2025 6:39
REQ-001427,Potrzebuję 2 szt. Bosch Filters 223 do linii produkcyjnej.,Bosch Filters 223,Automotive,12/25/2024 16:10
REQ-001428,Potrzebuję 10 szt. Milwaukee Tools 168 do linii produkcyjnej.,Milwaukee Tools 168,Production,10/11/2025 20:24
REQ-001429,I need 2 szt. of Dell Monitors Model 106 for production.,Dell Monitors Model 106,IT,4/3/2025 19:17
REQ-001430,Potrzebuję 200 szt. Dell Monitors Model 855 do linii produkcyjnej.,Dell Monitors Model 855,IT,9/25/2025 15:39
REQ-001431,Potrzebuję 5 szt. Siemens Sensors Model 227 do linii produkcyjnej.,Siemens Sensors Model 227,Production,10/12/2025 4:06
REQ-001432,I need 100 szt. of DeWalt Tools 590 for production.,DeWalt Tools 590,Production,12/18/2024 5:49
REQ-001433,I need 1 szt. of Helly Hansen Workwear 802 for production.,Helly Hansen Workwear 802,BHP,9/25/2025 20:24
REQ-001434,Potrzebuję 5 szt. Portwest Workwear 229 do linii produkcyjnej.,Portwest Workwear 229,BHP,3/24/2025 19:36
REQ-001435,"Need some spare parts, unknown model.",,,2/26/2025 13:58
REQ-001436,Potrzebuję 5 szt. Stabilo Pens 806 do linii produkcyjnej.,Stabilo Pens 806,Office,3/19/2025 23:38
REQ-001437,Potrzebuję 10 op. Xerox Paper Model 793 do linii produkcyjnej.,Xerox Paper Model 793,Office,12/9/2024 10:42
REQ-001438,Potrzebuję 10 szt. Asus Laptops 814 do linii produkcyjnej.,Asus Laptops 814,IT,7/26/2025 19:11
REQ-001439,Potrzebuję 20 szt. WEG Motors Model 109 do linii produkcyjnej.,WEG Motors Model 109,Production,3/23/2025 19:54
REQ-001440,I need 200 L of Total Oils 428L for production.,Total Oils 428L,Automotive,11/9/2025 10:01
REQ-001441,Potrzebuję 20 L Castrol Oils 773L do linii produkcyjnej.,Castrol Oils 773L,Automotive,3/30/2025 6:35
REQ-001442,Potrzebuję 10 szt. Mann Filters 571 do linii produkcyjnej.,Mann Filters 571,Automotive,2/2/2025 5:10
REQ-001443,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,2/17/2025 9:47
REQ-001444,Potrzebuję 20 op. Xerox Paper Model 217 do linii produkcyjnej.,Xerox Paper Model 217,Office,7/8/2025 19:57
REQ-001445,Potrzebuję 100 szt. Samsung Monitors Model 493 do linii produkcyjnej.,Samsung Monitors Model 493,IT,4/16/2025 12:14
REQ-001446,I need 20 szt. of Stabilo Pens 452 for production.,Stabilo Pens 452,Office,5/18/2025 22:09
REQ-001447,I need 200 szt. of Bosch Filters 532 for production.,Bosch Filters 532,Automotive,8/28/2025 17:47
REQ-001448,Potrzebuję 200 szt. Makita Tools Model 462 do linii produkcyjnej.,Makita Tools Model 462,Production,11/4/2025 21:05
REQ-001449,Potrzebuję 50 szt. REX Screws Model 462 do linii produkcyjnej.,REX Screws Model 462,Production,10/4/2025 16:29
REQ-001450,Potrzebuję 1 szt. Helly Hansen Workwear Model 379 do linii produkcyjnej.,Helly Hansen Workwear Model 379,BHP,12/10/2024 0:19
REQ-001451,I need 20 szt. of HP Toner 779 for production.,HP Toner 779,Office,3/20/2025 7:10
REQ-001452,I need 10 szt. of Pepperl+Fuchs Sensors Model 474 for production.,Pepperl+Fuchs Sensors Model 474,Production,4/2/2025 6:42
REQ-001453,Potrzebuję 250 op. Xerox Paper Model 793 do linii produkcyjnej.,Xerox Paper Model 793,Office,11/4/2025 15:13
REQ-001454,I need 100 szt. of Profim Office chairs Model 562 for production.,Profim Office chairs Model 562,Office,6/15/2025 14:02
REQ-001455,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,9/24/2025 11:25
REQ-001456,Potrzebuję 5 op. Papyrus Paper 886 op. do linii produkcyjnej.,Papyrus Paper 886 op.,Office,7/13/2025 2:14
REQ-001457,Potrzebuję 10 para Honeywell Gloves Model 259 do linii produkcyjnej.,Honeywell Gloves Model 259,BHP,4/27/2025 1:06
REQ-001458,I need 10 szt. of NTN Bearings 237 for production.,NTN Bearings 237,Automotive,3/19/2025 0:47
REQ-001459,I need 20 szt. of Bosch Engine parts 487 for production.,Bosch Engine parts 487,Automotive,9/1/2025 1:34
REQ-001460,I need 1 szt. of Siemens Sensors Model 208 for production.,Siemens Sensors Model 208,Production,6/18/2025 2:22
REQ-001461,Potrzebuję 5 op. Papyrus Paper Model 828 do linii produkcyjnej.,Papyrus Paper Model 828,Office,11/27/2024 23:41
REQ-001462,I need 5 licencja of Adobe Software 759 for production.,Adobe Software 759,IT,2/27/2025 14:00
REQ-001463,Potrzebuję 5 szt. Nowy Styl Office chairs Model 266 do linii produkcyjnej.,Nowy Styl Office chairs Model 266,Office,5/26/2025 19:44
REQ-001464,Potrzebuję 10 szt. Dell Monitors Model 325 do linii produkcyjnej.,Dell Monitors Model 325,IT,8/23/2025 10:37
REQ-001465,Potrzebuję 100 szt. LG Monitors 764 do linii produkcyjnej.,LG Monitors 764,IT,11/22/2024 8:44
REQ-001466,I need 200 szt. of IKEA Office chairs 642 for production.,IKEA Office chairs 642,Office,9/3/2025 16:47
REQ-001467,I need 5 szt. of Ardon Workwear 822 for production.,Ardon Workwear 822,BHP,4/6/2025 6:37
REQ-001468,Potrzebuję 200 szt. Helly Hansen Workwear 802 do linii produkcyjnej.,Helly Hansen Workwear 802,BHP,8/4/2025 18:41
REQ-001469,I need 5 szt. of Makita Tools Model 634 for production.,Makita Tools Model 634,Production,2/7/2025 22:15
REQ-001470,I need 2 szt. of Siemens Sensors Model 208 for production.,Siemens Sensors Model 208,Production,11/21/2024 23:58
REQ-001471,"Need some spare parts, unknown model.",,,11/12/2024 21:10
REQ-001472,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,1/30/2025 20:58
REQ-001473,I need 1 szt. of Bosch Engine parts Model 267 for production.,Bosch Engine parts Model 267,Automotive,12/17/2024 10:23
REQ-001474,Potrzebuję 200 szt. Nowy Styl Office chairs Model 858 do linii produkcyjnej.,Nowy Styl Office chairs Model 858,Office,6/20/2025 10:57
REQ-001475,Potrzebuję 1 szt. 3M Helmets 708 do linii produkcyjnej.,3M Helmets 708,BHP,7/27/2025 15:49
REQ-001476,I need 50 op. of Xerox Paper Model 308 for production.,Xerox Paper Model 308,Office,3/7/2025 21:52
REQ-001477,Potrzebuję 200 szt. Helly Hansen Workwear Model 939 do linii produkcyjnej.,Helly Hansen Workwear Model 939,BHP,12/15/2024 1:07
REQ-001478,Potrzebuję 2 szt. Stabilo Pens Model 829 do linii produkcyjnej.,Stabilo Pens Model 829,Office,1/19/2025 17:21
REQ-001479,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,2/1/2025 4:52
REQ-001480,I need 20 L of Castrol Oils 702L for production.,Castrol Oils 702L,Automotive,8/24/2025 21:05
REQ-001481,Potrzebuję 50 szt. Uvex Safety glasses Model 318 do linii produkcyjnej.,Uvex Safety glasses Model 318,BHP,5/21/2025 0:21
REQ-001482,I need 5 para of Uvex Gloves Model 123 for production.,Uvex Gloves Model 123,BHP,4/30/2025 12:00
REQ-001483,I need 1 L of Castrol Oils 668L for production.,Castrol Oils 668L,Automotive,9/23/2025 21:23
REQ-001484,Potrzebuję 5 op. Navigator Paper Model 775 do linii produkcyjnej.,Navigator Paper Model 775,Office,11/26/2024 14:27
REQ-001485,I need 100 szt. of DeWalt Tools 112 for production.,DeWalt Tools 112,Production,2/21/2025 8:05
REQ-001486,Potrzebuję 20 szt. Portwest Workwear 502 do linii produkcyjnej.,Portwest Workwear 502,BHP,5/31/2025 15:11
REQ-001487,Potrzebuję 200 szt. Gates Engine parts Model 699 do linii produkcyjnej.,Gates Engine parts Model 699,Automotive,12/5/2024 16:50
REQ-001488,I need 20 szt. of Asus Laptops 814 for production.,Asus Laptops 814,IT,3/14/2025 22:45
REQ-001489,"Need some spare parts, unknown model.",,,2/28/2025 6:48
REQ-001490,Potrzebuję 20 szt. Milwaukee Tools 577 do linii produkcyjnej.,Milwaukee Tools 577,Production,12/1/2024 17:02
REQ-001491,I need 2 szt. of Bosch Engine parts 699 for production.,Bosch Engine parts 699,Automotive,8/1/2025 0:05
REQ-001492,Potrzebuję 10 szt. BIC Pens 568 do linii produkcyjnej.,BIC Pens 568,Office,1/4/2025 11:38
REQ-001493,"Need some spare parts, unknown model.",,,10/2/2025 2:57
REQ-001494,I need 1 szt. of Mahle Filters Model 612 for production.,Mahle Filters Model 612,Automotive,5/9/2025 21:36
REQ-001495,I need 50 szt. of Stabilo Pens 452 for production.,Stabilo Pens 452,Office,1/17/2025 0:57
REQ-001496,Potrzebuję 1 szt. Petzl Helmets 262 do linii produkcyjnej.,Petzl Helmets 262,BHP,10/20/2025 1:39
REQ-001497,Potrzebuję 2 szt. Portwest Workwear Model 390 do linii produkcyjnej.,Portwest Workwear Model 390,BHP,9/11/2025 21:16
REQ-001498,Potrzebuję 2 szt. Bosch Tools 232 do linii produkcyjnej.,Bosch Tools 232,Production,12/3/2024 11:43
REQ-001499,Potrzebuję 5 szt. Milwaukee Tools 314 do linii produkcyjnej.,Milwaukee Tools 314,Production,2/14/2025 12:28
REQ-001500,I need 10 szt. of Mahle Filters 440 for production.,Mahle Filters 440,Automotive,11/30/2024 16:49
REQ-001501,Potrzebuję 200 szt. Dell Monitors 143 do linii produkcyjnej.,Dell Monitors 143,IT,2/6/2025 8:32
REQ-001502,Potrzebuję 5 op. Xerox Paper Model 662 do linii produkcyjnej.,Xerox Paper Model 662,Office,10/28/2025 13:58
REQ-001503,"Need some spare parts, unknown model.",,,2/27/2025 1:13
REQ-001504,Potrzebuję 10 para Honeywell Gloves Model 858 do linii produkcyjnej.,Honeywell Gloves Model 858,BHP,7/31/2025 14:58
REQ-001505,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,9/29/2025 5:04
REQ-001506,"Need some spare parts, unknown model.",,,12/3/2024 0:43
REQ-001507,Potrzebuję 20 op. Navigator Paper Model 150 do linii produkcyjnej.,Navigator Paper Model 150,Office,12/15/2024 12:41
REQ-001508,I need 20 szt. of HP Printers 478 for production.,HP Printers 478,IT,8/19/2025 20:47
REQ-001509,I need 200 szt. of Sachs Engine parts Model 494 for production.,Sachs Engine parts Model 494,Automotive,11/27/2024 17:31
REQ-001510,"Need some spare parts, unknown model.",,,3/26/2025 6:58
REQ-001511,Potrzebuję 5 szt. Gates Engine parts 932 do linii produkcyjnej.,Gates Engine parts 932,Automotive,10/24/2025 2:15
REQ-001512,I need 10 szt. of Portwest Workwear Model 185 for production.,Portwest Workwear Model 185,BHP,5/20/2025 19:27
REQ-001513,Potrzebuję 10 szt. Siemens Motors 526 do linii produkcyjnej.,Siemens Motors 526,Production,4/6/2025 17:49
REQ-001514,Potrzebuję 100 szt. BIC Pens 969 do linii produkcyjnej.,BIC Pens 969,Office,4/3/2025 21:09
REQ-001515,Potrzebuję 10 para Honeywell Gloves Model 753 do linii produkcyjnej.,Honeywell Gloves Model 753,BHP,8/22/2025 12:42
REQ-001516,I need 1 szt. of WEG Motors Model 175 for production.,WEG Motors Model 175,Production,6/24/2025 23:35
REQ-001517,Potrzebuję 100 szt. Dell Monitors Model 171 do linii produkcyjnej.,Dell Monitors Model 171,IT,4/11/2025 13:27
REQ-001518,Potrzebuję 5 para Honeywell Gloves Rękawice 282 do linii produkcyjnej.,Honeywell Gloves Rękawice 282,BHP,7/17/2025 8:33
REQ-001519,Potrzebuję 5 szt. Bosch Filters 532 do linii produkcyjnej.,Bosch Filters 532,Automotive,4/5/2025 6:55
REQ-001520,I need 50 szt. of HP Toner Model 179 for production.,HP Toner Model 179,Office,1/26/2025 4:18
REQ-001521,I need 10 szt. of Honeywell Safety glasses Model 521 for production.,Honeywell Safety glasses Model 521,BHP,8/28/2025 2:12
REQ-001522,Potrzebuję 100 op. Navigator Paper Model 775 do linii produkcyjnej.,Navigator Paper Model 775,Office,4/2/2025 7:35
REQ-001523,I need 5 szt. of 3M Helmets 338 for production.,3M Helmets 338,BHP,4/7/2025 10:16
REQ-001524,"Need some spare parts, unknown model.",,,9/26/2025 1:17
REQ-001525,I need 1 szt. of HP Laptops 171 for production.,HP Laptops 171,IT,1/9/2025 16:43
REQ-001526,Potrzebuję 1 para Uvex Gloves Model 123 do linii produkcyjnej.,Uvex Gloves Model 123,BHP,8/27/2025 3:35
REQ-001527,I need 2 szt. of Honeywell Safety glasses Model 389 for production.,Honeywell Safety glasses Model 389,BHP,8/4/2025 19:58
REQ-001528,"Need some spare parts, unknown model.",,,12/8/2024 23:39
REQ-001529,I need 10 szt. of Makita Tools Model 693 for production.,Makita Tools Model 693,Production,10/13/2025 22:10
REQ-001530,Potrzebuję 50 szt. Stabilo Pens 199 do linii produkcyjnej.,Stabilo Pens 199,Office,6/1/2025 19:07
REQ-001531,Potrzebuję 50 szt. Bosch Tools 232 do linii produkcyjnej.,Bosch Tools 232,Production,7/29/2025 16:32
REQ-001532,Potrzebuję 100 szt. Sachs Engine parts 450 do linii produkcyjnej.,Sachs Engine parts 450,Automotive,2/12/2025 23:04
REQ-001533,Potrzebuję 1 szt. Xerox Toner 151 do linii produkcyjnej.,Xerox Toner 151,Office,8/22/2025 8:18
REQ-001534,Potrzebuję 1 szt. SICK Sensors Model 536 do linii produkcyjnej.,SICK Sensors Model 536,Production,4/15/2025 10:06
REQ-001535,I need 1 licencja of Microsoft Software 656 for production.,Microsoft Software 656,IT,10/7/2025 8:35
REQ-001536,Potrzebuję 1 para Honeywell Gloves Model 191 do linii produkcyjnej.,Honeywell Gloves Model 191,BHP,3/2/2025 8:40
REQ-001537,Potrzebuję 50 szt. HP Printers 352 do linii produkcyjnej.,HP Printers 352,IT,3/19/2025 23:27
REQ-001538,I need 20 szt. of Bosch Tools Model 429 for production.,Bosch Tools Model 429,Production,12/9/2024 13:45
REQ-001539,Potrzebuję 1 szt. Brother Printers Model 576 do linii produkcyjnej.,Brother Printers Model 576,IT,4/26/2025 11:53
REQ-001540,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,11/24/2024 12:22
REQ-001541,Potrzebuję 5 szt. Sachs Engine parts Model 961 do linii produkcyjnej.,Sachs Engine parts Model 961,Automotive,9/27/2025 19:11
REQ-001542,I need 1 szt. of HP Printers 275 for production.,HP Printers 275,IT,7/1/2025 22:52
REQ-001543,Potrzebuję 100 szt. Lenovo Laptops 221 do linii produkcyjnej.,Lenovo Laptops 221,IT,4/19/2025 4:28
REQ-001544,I need 1 szt. of Mahle Filters Model 459 for production.,Mahle Filters Model 459,Automotive,4/9/2025 5:48
REQ-001545,I need 50 szt. of Portwest Workwear Model 180 for production.,Portwest Workwear Model 180,BHP,10/1/2025 20:29
REQ-001546,I need 20 szt. of Profim Office chairs Model 400 for production.,Profim Office chairs Model 400,Office,2/26/2025 13:45
REQ-001547,I need 5 szt. of Milwaukee Tools 577 for production.,Milwaukee Tools 577,Production,10/31/2025 14:07
REQ-001548,Potrzebuję 200 szt. Dell Monitors 143 do linii produkcyjnej.,Dell Monitors 143,IT,4/5/2025 12:40
REQ-001549,I need 10 szt. of Dell Monitors Model 171 for production.,Dell Monitors Model 171,IT,12/19/2024 19:55
REQ-001550,Potrzebuję 5 szt. Stabilo Pens Model 330 do linii produkcyjnej.,Stabilo Pens Model 330,Office,7/27/2025 3:45
REQ-001551,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,10/21/2025 1:24
REQ-001552,Potrzebuję 20 op. Navigator Paper Model 853 do linii produkcyjnej.,Navigator Paper Model 853,Office,7/27/2025 8:33
REQ-001553,I need 10 szt. of Helly Hansen Workwear Model 267 for production.,Helly Hansen Workwear Model 267,BHP,8/3/2025 8:10
REQ-001554,Potrzebuję 20 szt. Wurth Screws 207 do linii produkcyjnej.,Wurth Screws 207,Production,2/8/2025 8:00
REQ-001555,I need 200 szt. of Mahle Filters Model 459 for production.,Mahle Filters Model 459,Automotive,9/22/2025 16:08
REQ-001556,Potrzebuję 2 szt. Mahle Filters Model 612 do linii produkcyjnej.,Mahle Filters Model 612,Automotive,6/24/2025 19:43
REQ-001557,I need 20 szt. of Asus Laptops 814 for production.,Asus Laptops 814,IT,4/1/2025 9:44
REQ-001558,Potrzebuję 1 szt. Stabilo Pens Model 680 do linii produkcyjnej.,Stabilo Pens Model 680,Office,5/18/2025 22:01
